date,Alpha,Beta,Delta,Epsilon,Gamma,Iota,Omicron,location
2021-03-30,0.647727272727273,0.0113636363636364,0.0,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0,01
2021-03-31,0.673684210526316,0.0105263157894737,0.0,0.0315789473684211,0.0315789473684211,0.0736842105263158,0.0,01
2021-04-01,0.722772277227723,0.0099009900990099,0.0,0.0198019801980198,0.0297029702970297,0.0792079207920792,0.0,01
2021-04-02,0.731958762886598,0.0103092783505155,0.0,0.0206185567010309,0.0515463917525773,0.0515463917525773,0.0,01
2021-04-03,0.711340206185567,0.0103092783505155,0.0,0.0206185567010309,0.0515463917525773,0.0515463917525773,0.0,01
2021-04-04,0.715789473684211,0.0105263157894737,0.0,0.0105263157894737,0.0526315789473684,0.0526315789473684,0.0,01
2021-04-05,0.726315789473684,0.0105263157894737,0.0,0.0105263157894737,0.0421052631578947,0.0526315789473684,0.0,01
2021-04-06,0.781609195402299,0.0,0.0,0.0114942528735632,0.0229885057471264,0.0689655172413793,0.0,01
2021-04-07,0.797297297297297,0.0,0.0,0.027027027027027,0.027027027027027,0.0405405405405405,0.0,01
2021-04-08,0.767123287671233,0.0,0.0,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.0,01
2021-04-09,0.789473684210526,0.0,0.0,0.0394736842105263,0.0,0.0394736842105263,0.0,01
2021-04-10,0.825,0.0,0.0,0.0375,0.0,0.0375,0.0,01
2021-04-11,0.8125,0.0,0.0,0.05,0.0,0.0375,0.0,01
2021-04-12,0.781609195402299,0.0,0.0,0.0689655172413793,0.0,0.0344827586206897,0.0,01
2021-04-13,0.795918367346939,0.0,0.0,0.0510204081632653,0.0102040816326531,0.0204081632653061,0.0,01
2021-04-14,0.785714285714286,0.0,0.0,0.0408163265306122,0.0102040816326531,0.0306122448979592,0.0,01
2021-04-15,0.759259259259259,0.0,0.0,0.0277777777777778,0.0555555555555556,0.0277777777777778,0.0,01
2021-04-16,0.76,0.0,0.008,0.024,0.048,0.032,0.0,01
2021-04-17,0.745762711864407,0.0,0.0084745762711864,0.0254237288135593,0.0508474576271186,0.0338983050847458,0.0,01
2021-04-18,0.762295081967213,0.0,0.0081967213114754,0.0163934426229508,0.0491803278688525,0.0327868852459016,0.0,01
2021-04-19,0.75,0.0,0.0172413793103448,0.0,0.0603448275862069,0.0344827586206896,0.0,01
2021-04-20,0.74,0.0,0.02,0.0,0.06,0.04,0.0,01
2021-04-21,0.764705882352941,0.0,0.0196078431372549,0.0,0.0686274509803922,0.0294117647058824,0.0,01
2021-04-22,0.808510638297872,0.0,0.0212765957446809,0.0,0.0212765957446809,0.0212765957446809,0.0,01
2021-04-23,0.826086956521739,0.0,0.0108695652173913,0.0,0.0217391304347826,0.0108695652173913,0.0,01
2021-04-24,0.819148936170213,0.0,0.0106382978723404,0.0,0.0212765957446809,0.0106382978723404,0.0,01
2021-04-25,0.810526315789474,0.0,0.0105263157894737,0.0,0.0210526315789474,0.0105263157894737,0.0,01
2021-04-26,0.84375,0.0,0.0,0.0,0.0104166666666667,0.0,0.0,01
2021-04-27,0.851063829787234,0.0,0.0,0.0,0.0319148936170213,0.0,0.0,01
2021-04-28,0.838709677419355,0.0,0.0,0.0,0.021505376344086,0.0,0.0,01
2021-04-29,0.811111111111111,0.0,0.0111111111111111,0.0,0.0333333333333333,0.0,0.0,01
2021-04-30,0.766233766233766,0.0,0.012987012987013,0.0,0.038961038961039,0.012987012987013,0.0,01
2021-05-01,0.779220779220779,0.0,0.012987012987013,0.0,0.038961038961039,0.012987012987013,0.0,01
2021-05-02,0.7375,0.0,0.0125,0.0,0.05,0.025,0.0,01
2021-05-03,0.746835443037975,0.0,0.0126582278481013,0.0,0.0506329113924051,0.0379746835443038,0.0,01
2021-05-04,0.725,0.0,0.025,0.0,0.05,0.0375,0.0,01
2021-05-05,0.65625,0.0,0.0833333333333333,0.0104166666666667,0.0625,0.0416666666666667,0.0,01
2021-05-06,0.673469387755102,0.0,0.0816326530612245,0.0102040816326531,0.0510204081632653,0.0408163265306122,0.0,01
2021-05-07,0.711538461538461,0.0,0.0769230769230769,0.0096153846153846,0.0480769230769231,0.0288461538461538,0.0,01
2021-05-08,0.702970297029703,0.0,0.0792079207920792,0.0099009900990099,0.0495049504950495,0.0297029702970297,0.0,01
2021-05-09,0.723404255319149,0.0,0.0851063829787234,0.0106382978723404,0.0425531914893617,0.0212765957446809,0.0,01
2021-05-10,0.706521739130435,0.0,0.0869565217391304,0.0108695652173913,0.0434782608695652,0.0108695652173913,0.0,01
2021-05-11,0.730769230769231,0.0,0.0673076923076923,0.0096153846153846,0.0192307692307692,0.0288461538461538,0.0,01
2021-05-12,0.804123711340206,0.0,0.0309278350515464,0.0,0.0103092783505155,0.0309278350515464,0.0,01
2021-05-13,0.805825242718447,0.0,0.029126213592233,0.0097087378640776,0.0194174757281553,0.029126213592233,0.0,01
2021-05-14,0.822916666666667,0.0,0.03125,0.0104166666666667,0.0208333333333333,0.03125,0.0,01
2021-05-15,0.821052631578947,0.0,0.0315789473684211,0.0105263157894737,0.0210526315789474,0.0315789473684211,0.0,01
2021-05-16,0.8125,0.0,0.03125,0.0104166666666667,0.0416666666666667,0.03125,0.0,01
2021-05-17,0.84375,0.0,0.03125,0.0104166666666667,0.0416666666666667,0.03125,0.0,01
2021-05-18,0.841463414634146,0.0,0.0487804878048781,0.0121951219512195,0.0487804878048781,0.024390243902439,0.0,01
2021-05-19,0.847058823529412,0.0,0.0235294117647059,0.0117647058823529,0.0352941176470588,0.0117647058823529,0.0,01
2021-05-20,0.848837209302326,0.0,0.0116279069767442,0.0,0.0232558139534884,0.0116279069767442,0.0,01
2021-05-21,0.852272727272727,0.0,0.0113636363636364,0.0,0.0227272727272727,0.0113636363636364,0.0,01
2021-05-22,0.810526315789474,0.0,0.0421052631578947,0.0,0.0210526315789474,0.0105263157894737,0.0,01
2021-05-23,0.824742268041237,0.0,0.0412371134020619,0.0,0.0,0.0103092783505155,0.0,01
2021-05-24,0.782178217821782,0.0,0.0495049504950495,0.0,0.0,0.0198019801980198,0.0,01
2021-05-25,0.785714285714286,0.0,0.0510204081632653,0.0,0.0,0.0204081632653061,0.0,01
2021-05-26,0.761904761904762,0.0,0.0714285714285714,0.0,0.0,0.0238095238095238,0.0,01
2021-05-27,0.777777777777778,0.0,0.0833333333333333,0.0,0.0,0.0277777777777778,0.0,01
2021-05-28,0.72972972972973,0.0,0.0945945945945946,0.0,0.0135135135135135,0.027027027027027,0.0,01
2021-05-29,0.782608695652174,0.0,0.0579710144927536,0.0,0.0144927536231884,0.0289855072463768,0.0,01
2021-05-30,0.784615384615384,0.0,0.0615384615384615,0.0,0.0153846153846154,0.0307692307692308,0.0,01
2021-05-31,0.8138763197586725,0.0,0.05037707390648565,0.0,0.01749622926093515,0.02518853695324285,0.0,01
2021-06-01,0.843137254901961,0.0,0.0392156862745098,0.0,0.0196078431372549,0.0196078431372549,0.0,01
2021-06-02,0.851063829787234,0.0,0.0212765957446809,0.0,0.0425531914893617,0.0212765957446809,0.0,01
2021-06-03,0.728813559322034,0.0,0.0508474576271186,0.0,0.101694915254237,0.0508474576271186,0.0,01
2021-06-04,0.673469387755102,0.0,0.0816326530612245,0.0,0.102040816326531,0.0816326530612245,0.0,01
2021-06-05,0.645833333333333,0.0,0.0833333333333333,0.0,0.125,0.0833333333333333,0.0,01
2021-06-06,0.612244897959184,0.0,0.0816326530612245,0.0,0.122448979591837,0.0816326530612245,0.0,01
2021-06-07,0.589285714285714,0.0,0.0892857142857143,0.0,0.125,0.0714285714285714,0.0,01
2021-06-08,0.507692307692308,0.0,0.169230769230769,0.0,0.153846153846154,0.0461538461538461,0.0,01
2021-06-09,0.507692307692308,0.0,0.184615384615385,0.0,0.138461538461538,0.0461538461538461,0.0,01
2021-06-10,0.5,0.0,0.233333333333333,0.0,0.1,0.0333333333333333,0.0,01
2021-06-11,0.484375,0.0,0.265625,0.015625,0.09375,0.015625,0.0,01
2021-06-12,0.492063492063492,0.0,0.26984126984127,0.0158730158730159,0.0793650793650794,0.0158730158730159,0.0,01
2021-06-13,0.484375,0.0,0.28125,0.015625,0.078125,0.03125,0.0,01
2021-06-14,0.484375,0.0,0.3125,0.015625,0.078125,0.03125,0.0,01
2021-06-15,0.461538461538462,0.0,0.323076923076923,0.0307692307692308,0.0307692307692308,0.0615384615384615,0.0,01
2021-06-16,0.424242424242424,0.0,0.348484848484848,0.0303030303030303,0.0303030303030303,0.0757575757575758,0.0,01
2021-06-17,0.362068965517241,0.0,0.379310344827586,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.0,01
2021-06-18,0.344827586206897,0.0,0.413793103448276,0.0172413793103448,0.0344827586206896,0.0689655172413793,0.0,01
2021-06-19,0.333333333333333,0.0,0.4,0.0166666666666667,0.0333333333333333,0.0666666666666667,0.0,01
2021-06-20,0.350877192982456,0.0,0.403508771929825,0.0175438596491228,0.0350877192982456,0.0526315789473684,0.0,01
2021-06-21,0.349206349206349,0.0,0.428571428571429,0.0158730158730159,0.0158730158730159,0.0476190476190476,0.0,01
2021-06-22,0.307692307692308,0.0,0.519230769230769,0.0,0.0192307692307692,0.0192307692307692,0.0,01
2021-06-23,0.327272727272727,0.0,0.527272727272727,0.0,0.0363636363636364,0.0,0.0,01
2021-06-24,0.328125,0.0,0.515625,0.0,0.03125,0.0,0.0,01
2021-06-25,0.373333333333333,0.0,0.466666666666667,0.0,0.0533333333333333,0.0,0.0,01
2021-06-26,0.368421052631579,0.0,0.486842105263158,0.0,0.0526315789473684,0.0,0.0,01
2021-06-27,0.325301204819277,0.0,0.542168674698795,0.0,0.0481927710843373,0.0,0.0,01
2021-06-28,0.291139240506329,0.0,0.569620253164557,0.0,0.0632911392405063,0.0,0.0,01
2021-06-29,0.229885057471264,0.0,0.620689655172414,0.0,0.0689655172413793,0.0,0.0,01
2021-06-30,0.183673469387755,0.0,0.63265306122449,0.0,0.0612244897959184,0.0102040816326531,0.0,01
2021-07-01,0.153061224489796,0.0,0.683673469387755,0.0,0.0612244897959184,0.0102040816326531,0.0,01
2021-07-02,0.112244897959184,0.0,0.73469387755102,0.0,0.0510204081632653,0.0102040816326531,0.0,01
2021-07-03,0.112244897959184,0.0,0.744897959183674,0.0,0.0510204081632653,0.0102040816326531,0.0,01
2021-07-04,0.119565217391304,0.0,0.728260869565217,0.0,0.0543478260869565,0.0108695652173913,0.0,01
2021-07-05,0.134020618556701,0.0,0.731958762886598,0.0,0.0412371134020619,0.0103092783505155,0.0,01
2021-07-06,0.14,0.0,0.73,0.0,0.05,0.01,0.0,01
2021-07-07,0.134453781512605,0.0,0.781512605042017,0.0,0.0504201680672269,0.0,0.0,01
2021-07-08,0.150684931506849,0.0,0.801369863013699,0.0,0.0342465753424658,0.0,0.0,01
2021-07-09,0.149700598802395,0.0,0.81437125748503,0.0,0.0239520958083832,0.0,0.0,01
2021-07-10,0.149425287356322,0.0,0.810344827586207,0.0,0.0229885057471264,0.0,0.0,01
2021-07-11,0.148571428571429,0.0,0.811428571428571,0.0,0.0228571428571429,0.0,0.0,01
2021-07-12,0.120192307692308,0.0,0.836538461538462,0.0,0.0240384615384615,0.0,0.0,01
2021-07-13,0.119850187265918,0.0,0.842696629213483,0.0,0.0149812734082397,0.0,0.0,01
2021-07-14,0.0958904109589041,0.0,0.86986301369863,0.0,0.0068493150684931,0.0,0.0,01
2021-07-15,0.0816831683168317,0.0,0.881188118811881,0.0,0.0123762376237624,0.0,0.0,01
2021-07-16,0.0665137614678899,0.0,0.889908256880734,0.0,0.0114678899082569,0.0,0.0,01
2021-07-17,0.0605381165919283,0.0,0.899103139013453,0.0,0.0112107623318386,0.0,0.0,01
2021-07-18,0.0570824524312896,0.0,0.904862579281184,0.0,0.0105708245243129,0.0,0.0,01
2021-07-19,0.0618955512572534,0.0,0.903288201160541,0.0,0.0077369439071566,0.0,0.0,01
2021-07-20,0.0455341506129597,0.0,0.921190893169877,0.0,0.0070052539404553,0.0,0.0,01
2021-07-21,0.0438871473354232,0.0,0.924764890282132,0.0,0.0109717868338558,0.0,0.0,01
2021-07-22,0.032312925170068,0.0,0.938775510204082,0.0,0.0085034013605442,0.0,0.0,01
2021-07-23,0.0296875,0.0,0.95,0.0,0.0078125,0.0,0.0,01
2021-07-24,0.0284431137724551,0.0,0.949101796407186,0.0,0.0089820359281437,0.0,0.0,01
2021-07-25,0.0294550810014728,0.0,0.945508100147275,0.0,0.0088365243004418,0.0,0.0,01
2021-07-26,0.0196335078534031,0.0,0.955497382198953,0.0,0.0104712041884817,0.0,0.0,01
2021-07-27,0.0171821305841924,0.0,0.964490263459336,0.0,0.0080183276059564,0.0,0.0,01
2021-07-28,0.0159744408945687,0.0,0.971246006389776,0.0,0.0042598509052183,0.0,0.0,01
2021-07-29,0.0162523900573614,0.0,0.972275334608031,0.0,0.002868068833652,0.0,0.0,01
2021-07-30,0.0174953959484346,0.0,0.969613259668508,0.0,0.003683241252302,0.0,0.0,01
2021-07-31,0.0204808548530721,0.0,0.968833481745325,0.0,0.0026714158504007,0.0,0.0,01
2021-08-01,0.0204953031596926,0.0,0.969257045260461,0.0,0.0025619128949615,0.0,0.0,01
2021-08-02,0.0195160031225605,0.0,0.972677595628415,0.0,0.0015612802498048,0.0,0.0,01
2021-08-03,0.0218921032056294,0.0,0.966379984362783,0.0,0.0023455824863174,0.0,0.0,01
2021-08-04,0.0219512195121951,0.0,0.961788617886179,0.0,0.0032520325203252,0.0,0.0,01
2021-08-05,0.017741935483871,0.0,0.962903225806452,0.0,0.0040322580645161,0.0,0.0,01
2021-08-06,0.013595166163142,0.0,0.966012084592145,0.0,0.0045317220543806,0.0,0.0,01
2021-08-07,0.0106463878326996,0.0,0.968060836501901,0.0,0.0053231939163498,0.0,0.0,01
2021-08-08,0.0091813312930374,0.0,0.967100229533282,0.0,0.0061208875286916,0.0,0.0,01
2021-08-09,0.0077339520494972,0.0,0.969064191802011,0.0,0.0061871616395978,0.0,0.0,01
2021-08-10,0.0032362459546925,0.0,0.977346278317152,0.0,0.0056634304207119,0.0,0.0,01
2021-08-11,0.0007892659826361,0.0,0.984214680347277,0.0,0.0047355958958168,0.0,0.0,01
2021-08-12,0.0008090614886731,0.0,0.988673139158576,0.0,0.0040453074433657,0.0,0.0,01
2021-08-13,0.0025641025641025,0.0,0.991452991452991,0.0,0.0025641025641025,0.0,0.0,01
2021-08-14,0.0026086956521739,0.0,0.992173913043478,0.0,0.0017391304347826,0.0,0.0,01
2021-08-15,0.0027447392497712,0.0,0.996340347666972,0.0,0.000914913083257,0.0,0.0,01
2021-08-16,0.0021551724137931,0.0,0.997844827586207,0.0,0.0,0.0,0.0,01
2021-08-17,0.0023255813953488,0.0,0.995348837209302,0.0,0.0,0.0,0.0,01
2021-08-18,0.0025157232704402,0.0,0.994968553459119,0.0,0.0,0.0,0.0,01
2021-08-19,0.0027586206896551,0.0,0.988965517241379,0.0,0.0,0.0,0.0,01
2021-08-20,0.0,0.0,0.98533724340176,0.0,0.0,0.0,0.0,01
2021-08-21,0.0015060240963855,0.0,0.983433734939759,0.0,0.0,0.0,0.0,01
2021-08-22,0.0014388489208633,0.0,0.98273381294964,0.0,0.0,0.0,0.0,01
2021-08-23,0.001254705144291,0.0,0.983688833124216,0.0,0.0,0.0,0.0,01
2021-08-24,0.0011037527593819,0.0,0.981236203090508,0.0,0.0011037527593819,0.0,0.0,01
2021-08-25,0.0010905125408942,0.0,0.97928026172301,0.0,0.0010905125408942,0.0,0.0,01
2021-08-26,0.0010604453870625,0.0,0.984093319194062,0.0,0.0010604453870625,0.0,0.0,01
2021-08-27,0.0020768431983385,0.0,0.982346832814122,0.0,0.0010384215991692,0.0,0.0,01
2021-08-28,0.0010471204188481,0.0,0.983246073298429,0.0,0.0010471204188481,0.0,0.0,01
2021-08-29,0.0010570824524312,0.0,0.982029598308668,0.0,0.0021141649048625,0.0,0.0,01
2021-08-30,0.0011695906432748,0.0,0.977777777777778,0.0,0.0023391812865497,0.0,0.0,01
2021-08-31,0.0012953367875647,0.0,0.981865284974093,0.0,0.0012953367875647,0.0,0.0,01
2021-09-01,0.001310615989515,0.0,0.982961992136304,0.0,0.001310615989515,0.0,0.0,01
2021-09-02,0.0012610340479192,0.0,0.98234552332913,0.0,0.0012610340479192,0.0,0.0,01
2021-09-03,0.0,0.0,0.988142292490119,0.0,0.0013175230566534,0.0,0.0,01
2021-09-04,0.0,0.0,0.988326848249027,0.0,0.0012970168612192,0.0,0.0,01
2021-09-05,0.001293661060802,0.0,0.989650711513584,0.0,0.0,0.0,0.0,01
2021-09-06,0.0015037593984962,0.0,0.992481203007519,0.0,0.0,0.0,0.0,01
2021-09-07,0.0014450867052023,0.0,0.991329479768786,0.0,0.0,0.0,0.0,01
2021-09-08,0.0013831258644536,0.0,0.990318118948824,0.0,0.0,0.0,0.0,01
2021-09-09,0.001410437235543,0.0,0.98589562764457,0.0,0.0,0.0,0.0,01
2021-09-10,0.00139470013947,0.0,0.98465829846583,0.0,0.0,0.0,0.0,01
2021-09-11,0.0013586956521739,0.0,0.982336956521739,0.0,0.0,0.0,0.0,01
2021-09-12,0.0,0.0,0.982142857142857,0.0,0.0,0.0,0.0,01
2021-09-13,0.0,0.0,0.982702702702703,0.0,0.0,0.0,0.0,01
2021-09-14,0.0,0.0,0.982415005861665,0.0,0.0,0.0,0.0,01
2021-09-15,0.0,0.0,0.984633569739953,0.0,0.0,0.0,0.0,01
2021-09-16,0.0,0.0,0.988235294117647,0.0,0.0,0.0,0.0,01
2021-09-17,0.0,0.0,0.988965517241379,0.0,0.0,0.0,0.0,01
2021-09-18,0.0,0.0,0.991291727140784,0.0,0.0,0.0,0.0,01
2021-09-19,0.0,0.0,0.990580847723705,0.0,0.0,0.0,0.0,01
2021-09-20,0.0,0.0,0.990671641791045,0.0,0.0,0.0,0.0,01
2021-09-21,0.0,0.0,0.990272373540856,0.0,0.0,0.0,0.0,01
2021-09-22,0.0,0.0,0.986607142857143,0.0,0.0,0.0,0.0,01
2021-09-23,0.0,0.0,0.986111111111111,0.0,0.0,0.0,0.0,01
2021-09-24,0.0,0.0,0.987277353689567,0.0,0.0,0.0,0.0,01
2021-09-25,0.0,0.0,0.987593052109181,0.0,0.0,0.0,0.0,01
2021-09-26,0.0,0.0,0.989873417721519,0.0,0.0,0.0,0.0,01
2021-09-27,0.0,0.0,0.99236641221374,0.0,0.0,0.0,0.0,01
2021-09-28,0.0,0.0,0.994565217391304,0.0,0.0,0.0,0.0,01
2021-09-29,0.0,0.0,0.993920972644377,0.0,0.0,0.0,0.0,01
2021-09-30,0.0,0.0,0.993333333333333,0.0,0.0,0.0,0.0,01
2021-10-01,0.0,0.0,0.992700729927007,0.0,0.0,0.0,0.0,01
2021-10-02,0.0,0.0,0.992217898832685,0.0,0.0,0.0,0.0,01
2021-10-03,0.0,0.0,0.995967741935484,0.0,0.0,0.0,0.0,01
2021-10-04,0.0,0.0,0.995833333333333,0.0,0.0,0.0,0.0,01
2021-10-05,0.0,0.0,0.992094861660079,0.0,0.0,0.0,0.0,01
2021-10-06,0.0,0.0,0.992217898832685,0.0,0.0,0.0,0.0,01
2021-10-07,0.0,0.0,0.992452830188679,0.0,0.0,0.0,0.0,01
2021-10-08,0.0,0.0,0.992481203007519,0.0,0.0,0.0,0.0,01
2021-10-09,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0,01
2021-10-10,0.0,0.0,0.991836734693878,0.0,0.0,0.0,0.0,01
2021-10-11,0.0,0.0,0.991836734693878,0.0,0.0,0.0,0.0,01
2021-10-12,0.0,0.0,0.995238095238095,0.0,0.0,0.0,0.0,01
2021-10-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01
2021-10-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01
2021-10-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01
