location,date,Alpha,Beta,Delta,Epsilon,Gamma,Iota,omicron_1,omicron_2,omicron_3,omicron_4
17001,2021-06-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-04,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
17001,2021-06-08,0.666666666666667,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0
17001,2021-06-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-19,0.333333333333333,0.0,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-20,0.285714285714286,0.0,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-21,0.363636363636364,0.0,0.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-22,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-23,0.307692307692308,0.0,0.692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-25,0.285714285714286,0.0,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-28,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-29,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-06-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-12,0.0526315789473684,0.0,0.947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-13,0.037037037037037,0.0,0.962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-14,0.0344827586206897,0.0,0.96551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-15,0.027027027027027,0.0,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-16,0.0277777777777778,0.0,0.972222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-17,0.0263157894736842,0.0,0.973684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-18,0.024390243902439,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-27,0.0210526315789474,0.0,0.978947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-28,0.032258064516129,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-29,0.0365853658536585,0.0,0.963414634146342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-30,0.038961038961039,0.0,0.961038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-07-31,0.0394736842105263,0.0,0.960526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-01,0.0405405405405405,0.0,0.959459459459459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-02,0.0476190476190476,0.0,0.952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-03,0.0285714285714286,0.0,0.971428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-08-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-09-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-10-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-10-28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-11-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-11-29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-11-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17001,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
17001,2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.666666666666667,0.0,0.0
17001,2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0
17001,2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0
17001,2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
17001,2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
17001,2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0
17001,2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0
17001,2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.166666666666667,0.0,0.0
17001,2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17001,2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0
17001,2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17001,2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17001,2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
17001,2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17001,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0
17001,2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17003,2021-04-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-07-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-08-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-08-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-08-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-09-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-09-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-09-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-10-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-11-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-12-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-12-14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17003,2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-04-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-05-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-07-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-09-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-10-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-11-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2021-12-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17005,2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17007,2021-04-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17007,2021-04-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-04-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-04-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-05-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17007,2021-05-15,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
17007,2021-05-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17007,2021-06-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-07-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-07-27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-08-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,2021-08-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
